"Avg_mode_power","Star Rating Index"
78,"4.971755359043742"
80,"5.657905656148303"
115,"5.443521850734936"
35.9,"6.022503316218213"
35.9,"6.022503316218213"
35.9,"6.022503316218213"
35.9,"6.022503316218213"
35.9,"6.022503316218213"
35.9,"6.022503316218213"
140,"5.785034758827632"
38.3,"6.153128193373064"
38.3,"6.153128193373064"
38.3,"6.153128193373064"
38.3,"6.153128193373064"
38.3,"6.153128193373064"
38.3,"6.153128193373064"
39.5,"6.314656222068065"
39.5,"6.314656222068065"
39.5,"6.314656222068065"
39.5,"6.314656222068065"
39.5,"6.314656222068065"
39.5,"6.314656222068065"
171.2,"3.2424609130459143"
201,"3.7480767191677016"
127.7,"6.196865743103114"
270,"4.051470647123762"
92.3,"4.523228472382931"
92.3,"4.523228472382931"
115.68,"5.018374120182047"
115.68,"5.018374120182047"
148.69,"5.0992865182334395"
148.69,"5.0992865182334395"
214.94,"4.5261882460425475"
214.94,"4.5261882460425475"
25.32,"6.051110422730285"
32.9,"6.527703623593875"
438,"3.0196798283056934"
438,"3.0196798283056934"
438,"3.0196798283056934"
92.3,"4.523228472382931"
115.68,"5.018374120182047"
148.69,"5.0992865182334395"
214.94,"4.5261882460425475"
70,"4.2156364107821895"
80,"4.8485470457482105"
87,"5.279379069595689"
117,"5.359361253034525"
183,"4.593676354079774"
40,"6.11243449698781"
40,"6.11243449698781"
97.96,"4.522165303383788"
35.47,"4.530161456694669"
50.44,"5.238511305570017"
34.7106,"6.025786528657009"
34.7106,"6.025786528657009"
102,"4.582585898004297"
102,"4.582585898004297"
126,"5.037686340309588"
126,"5.037686340309588"
156,"5.550115436958399"
156,"5.550115436958399"
63,"4.527878970799845"
63,"4.527878970799845"
73,"5.2620206872430675"
94,"4.9432830834647525"
114,"5.475494068044627"
130,"6.119827201301709"
100.2,"4.292298502011051"
35.2,"5.017184873170333"
105.46,"4.0111451391386845"
180,"3.0183281239547997"
128.4,"4.524965490865716"
146.3,"4.515746696854434"
205.62,"1.0264384592928637"
251.06,"1.527263221904195"
50.6,"6.371851645208939"
53.64,"6.453747698931702"
99.95,"5.8431668676196225"
26.4498,"5.799685441574415"
26.4498,"5.799685441574415"
17.1498,"5.884900594348791"
17.1498,"5.884900594348791"
219,"6.029915935369911"
219,"6.029915935369911"
17.74,"4.716688671366295"
17.74,"4.716688671366295"
24.81,"4.076493871316421"
24.81,"4.076493871316421"
26.67,"4.353523151201296"
26.67,"4.353523151201296"
97.8,"6.03164379048884"
93.324,"4.522165303383788"
115.84,"3.513803820922501"
115.84,"3.513803820922501"
159.55,"3.5912491629830012"
159.55,"3.5912491629830012"
